Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Components	Taxonomic lineage	Genome assembly ID	Genome representation
UP001176940	Ranitomeya imitator (mimic poison frog)	111125	25526	C:43.2%[S:41.8%,D:1.5%],F:17.4%,M:39.3%,n:5310	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amphibia, Batrachia, Anura, Neobatrachia, Hyloidea, Dendrobatidae, Dendrobatinae, Ranitomeya	GCA_958301615.1	full
UP001176961	Cylicocyclus nassatus (Nematode worm)	53992	22417	C:94.2%[S:90.7%,D:3.4%],F:1.5%,M:4.3%,n:3131	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda, Chromadorea, Rhabditida, Rhabditina, Rhabditomorpha, Strongyloidea, Strongylidae, Cylicocyclus	GCA_958299035.1	full
UP001186944	Pinctada imbricata (Atlantic pearl-oyster) (Pinctada martensii)	66713	25352	C:82.2%[S:81.1%,D:1.1%],F:3.7%,M:14.2%,n:5295	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Mollusca, Bivalvia, Autobranchia, Pteriomorphia, Pterioida, Pterioidea, Pteriidae, Pinctada	GCA_033119305.1	full
UP001189180	Fasciola hepatica (Liver fluke)	6192	851	C:1.0%[S:0.0%,D:1.0%],F:0.0%,M:99.0%,n:954	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Platyhelminthes, Trematoda, Digenea, Plagiorchiida, Echinostomata, Echinostomatoidea, Fasciolidae, Fasciola	GCA_948099385.2	full
UP001195483	Potamilus streckersoni	2493646	36954	C:88.8%[S:80.6%,D:8.2%],F:1.3%,M:9.9%,n:5295	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Mollusca, Bivalvia, Autobranchia, Heteroconchia, Palaeoheterodonta, Unionida, Unionoidea, Unionidae, Ambleminae, Lampsilini, Potamilus	GCA_016746295.1	full
UP001196413	Parelaphostrongylus tenuis (Meningeal worm)	148309	29076	C:70.3%[S:64.7%,D:5.6%],F:7.7%,M:22.0%,n:3131	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda, Chromadorea, Rhabditida, Rhabditina, Rhabditomorpha, Strongyloidea, Metastrongylidae, Parelaphostrongylus	GCA_019055375.1	full
UP001208570	Paralvinella palmiformis	53620	24621	C:88.3%[S:87.3%,D:0.9%],F:7.5%,M:4.2%,n:954	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Annelida, Polychaeta, Sedentaria, Canalipalpata, Terebellida, Terebelliformia, Alvinellidae, Paralvinella	GCA_025642065.1	full
UP001209878	Ridgeia piscesae (Tubeworm)	27915	30930	C:87.8%[S:86.1%,D:1.8%],F:6.5%,M:5.7%,n:954	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Annelida, Polychaeta, Sedentaria, Canalipalpata, Sabellida, Siboglinidae, Ridgeia	GCA_025642075.2	full
UP001217089	Tegillarca granosa (Malaysian cockle) (Anadara granosa)	220873	24806	C:61.8%[S:54.7%,D:7.1%],F:6.4%,M:31.7%,n:5295	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 11; Chromosome 10; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Mollusca, Bivalvia, Autobranchia, Pteriomorphia, Arcoida, Arcoidea, Arcidae, Tegillarca	GCA_029721355.1	full
UP001219934	Pogonophryne albipinna	1090488	30547	C:86.6%[S:81.3%,D:5.3%],F:3.3%,M:10.1%,n:3640	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Eupercaria, Perciformes, Notothenioidei, Artedidraconidae, Pogonophryne	GCA_028583405.1	full
UP001228049	Dissostichus eleginoides (Patagonian toothfish) (Dissostichus amissus)	100907	31920	C:84.2%[S:80.9%,D:3.3%],F:6.0%,M:9.8%,n:3640	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Eupercaria, Perciformes, Notothenioidei, Nototheniidae, Dissostichus	GCA_031216635.1	full
UP001231649	Mythimna loreyi	667449	16857	C:98.3%[S:97.4%,D:0.9%],F:0.4%,M:1.3%,n:5286	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Chromosome 25; Chromosome 26; Chromosome 27; Chromosome 28; Chromosome 29; Chromosome 30; Chromosome 31; Chromosome 32	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera, Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Noctuoidea, Noctuidae, Noctuinae, Hadenini, Mythimna	GCA_029852875.1	full
UP001233172	Biomphalaria pfeifferi (Bloodfluke planorb) (Freshwater snail)	112525	30570	C:91.2%[S:90.2%,D:1.0%],F:1.9%,M:6.9%,n:5295	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Mollusca, Gastropoda, Heterobranchia, Euthyneura, Panpulmonata, Hygrophila, Lymnaeoidea, Planorbidae, Biomphalaria	GCA_030265305.1	full
UP001233999	Diploptera punctata (Pacific beetle cockroach)	6984	28315	C:87.1%[S:83.2%,D:3.8%],F:6.7%,M:6.2%,n:1367	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Polyneoptera, Dictyoptera, Blattodea, Blaberoidea, Blaberidae, Diplopterinae, Diploptera	GCA_030220185.1	full
UP001234178	Daphnia magna	35525	32367	C:95.7%[S:89.8%,D:5.8%],F:1.5%,M:2.9%,n:1013	Unknown	Linkage Group LG1; Linkage Group LG10; Linkage Group LG2; Linkage Group LG3; Linkage Group LG4; Linkage Group LG5; Linkage Group LG6; Linkage Group LG7; Linkage Group LG8; Linkage Group LG9; Mitochondrion MT; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Crustacea, Branchiopoda, Phyllopoda, Diplostraca, Cladocera, Anomopoda, Daphniidae, Daphnia	GCA_030254905.1	full
UP001235939	Cordylochernes scorpioides	51811	24935	C:54.7%[S:44.0%,D:10.7%],F:3.9%,M:41.5%,n:2934	Unknown	Chromosome 01; Chromosome 02; Chromosome 03; Chromosome 04; Chromosome 05; Chromosome 06; Chromosome 07; Chromosome 08; Chromosome 09; Chromosome 10; Chromosome X; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Chelicerata, Arachnida, Pseudoscorpiones, Cheliferoidea, Chernetidae, Cordylochernes	GCA_030710605.1	full
UP001239111	Eretmocerus hayati	131215	24449	C:80.5%[S:79.0%,D:1.5%],F:4.2%,M:15.3%,n:5991	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Proctotrupomorpha, Chalcidoidea, Aphelinidae, Aphelininae, Eretmocerus	GCA_029851415.1	full
UP001249851	Acropora cervicornis (Staghorn coral)	6130	27986	C:81.3%[S:80.7%,D:0.6%],F:9.6%,M:9.0%,n:954	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Astrocoeniina, Acroporidae, Acropora	GCA_032359415.1	full
UP001258017	Odynerus spinipes	1348599	14696	C:94.9%[S:79.8%,D:15.1%],F:1.8%,M:3.3%,n:5991	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Aculeata, Vespoidea, Vespidae, Eumeninae, Odynerus	GCA_032403825.1	full
UP001266305	Saguinus oedipus (Cotton-top tamarin) (Oedipomidas oedipus)	9490	40187	C:34.6%[S:32.4%,D:2.2%],F:8.7%,M:56.7%,n:13780	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome X; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Mitochondrion MT; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Platyrrhini, Cebidae, Callitrichinae, Saguinus	GCA_031835075.1	full
UP001279410	Lates japonicus (Japanese lates)	270547	29183	C:78.1%[S:74.5%,D:3.6%],F:7.9%,M:14.0%,n:3640	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Carangaria, Carangaria incertae sedis, Centropomidae, Lates	GCA_033238685.1	full
UP001283361	Elysia crispata (lettuce slug)	231223	69785	C:90.3%[S:80.8%,D:9.6%],F:1.9%,M:7.7%,n:5295	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Mollusca, Gastropoda, Heterobranchia, Euthyneura, Panpulmonata, Sacoglossa, Placobranchoidea, Plakobranchidae, Elysia	GCA_033675545.1	full
UP001303046	Necator americanus (Human hookworm)	51031	41575	C:97.3%[S:46.0%,D:51.3%],F:0.9%,M:1.8%,n:3131	Unknown	Chromosome I; Chromosome II; Chromosome III; Chromosome IV; Chromosome V; Chromosome X; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda, Chromadorea, Rhabditida, Rhabditina, Rhabditomorpha, Strongyloidea, Ancylostomatidae, Bunostominae, Necator	GCA_031761385.1	full
UP001307889	Nesidiocoris tenuis	355587	16182	C:93.9%[S:88.6%,D:5.3%],F:0.5%,M:5.6%,n:2510	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Paraneoptera, Hemiptera, Prosorrhyncha, Heteroptera, Euheteroptera, Neoheteroptera, Panheteroptera, Cimicomorpha, Cimicoidea, Miridae, Bryocorinae, Dicyphini, Dicyphina, Nesidiocoris	GCA_036186465.1	full
UP001314205	Parnassius mnemosyne (clouded apollo)	213953	25482	C:96.9%[S:89.9%,D:7.0%],F:0.4%,M:2.8%,n:5286	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera, Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Papilionoidea, Papilionidae, Parnassiinae, Parnassini, Parnassius, Driopa	GCA_963668995.1	full
UP001329430	Pyrocoelia pectoralis	417401	13125	C:89.9%[S:87.0%,D:2.9%],F:1.3%,M:8.8%,n:2124	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Coleoptera, Polyphaga, Elateriformia, Elateroidea, Lampyridae, Lampyrinae, Pyrocoelia	GCA_036250285.1	full
UP001331761	Trichostrongylus colubriformis (Black scour worm)	6319	22279	C:68.2%[S:59.6%,D:8.6%],F:6.6%,M:25.2%,n:3131	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda, Chromadorea, Rhabditida, Rhabditina, Rhabditomorpha, Strongyloidea, Trichostrongylidae, Trichostrongylus	GCA_036373735.1	full
UP001333110	Mycteria americana (Wood stork)	33587	27343	C:89.2%[S:89.0%,D:0.2%],F:3.5%,M:7.3%,n:8338	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Chromosome 25; Chromosome 26; Chromosome 27; Chromosome 28; Chromosome 30; Chromosome 29; Chromosome 31; Chromosome Z; Mitochondrion MT; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Neoaves, Aequornithes, Ciconiiformes, Ciconiidae, Mycteria	GCA_035582795.1	full
UP001345963	Ataeniobius toweri	208326	31592	C:48.6%[S:48.5%,D:0.2%],F:5.6%,M:45.8%,n:15213	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Ovalentaria, Atherinomorphae, Cyprinodontiformes, Cyprinodontoidei, Goodeidae, Ataeniobius	GCA_036250305.1	full
UP001347796	Patella caerulea (Rayed Mediterranean limpet)	87958	28822	C:90.7%[S:66.3%,D:24.4%],F:0.9%,M:8.4%,n:5295	Unknown	Mitochondrion MT; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Mollusca, Gastropoda, Patellogastropoda, Patelloidea, Patellidae, Patella	GCA_036850965.1	full
UP001352852	Characodon lateralis	208331	32603	C:55.8%[S:55.6%,D:0.2%],F:7.1%,M:37.0%,n:15213	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Ovalentaria, Atherinomorphae, Cyprinodontiformes, Cyprinodontoidei, Goodeidae, Characodon	GCA_036250325.1	full
UP001353858	Aquatica leii	1421715	16446	C:95.4%[S:93.9%,D:1.5%],F:1.4%,M:3.2%,n:2124	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Coleoptera, Polyphaga, Elateriformia, Elateroidea, Lampyridae, Luciolinae, Aquatica	GCA_035610365.1	full
UP001359485	Polyplax serrata (Common mouse louse)	468196	13864	C:96.3%[S:95.8%,D:0.6%],F:1.2%,M:2.5%,n:1367	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Paraneoptera, Psocodea, Troctomorpha, Phthiraptera, Anoplura, Polyplacidae, Polyplax	GCA_037055385.1	full
UP001367676	Parthenolecanium corni	536013	14559	C:85.3%[S:79.9%,D:5.4%],F:1.2%,M:13.5%,n:2510	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Paraneoptera, Hemiptera, Sternorrhyncha, Coccoidea, Coccidae, Parthenolecanium	GCA_038050395.1	full
UP001378592	Gryllus longicercus	2509291	18922	C:95.2%[S:67.4%,D:27.9%],F:0.4%,M:4.4%,n:1367	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Polyneoptera, Orthoptera, Ensifera, Gryllidea, Grylloidea, Gryllidae, Gryllinae, Gryllus	GCA_038098605.1	full
UP001381693	Halocaridina rubra (Hawaiian red shrimp)	373956	25261	C:82.3%[S:81.2%,D:1.1%],F:9.2%,M:8.5%,n:1013	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Crustacea, Multicrustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Caridea, Atyoidea, Atyidae, Halocaridina	GCA_037179515.1	full
UP001430953	Cardiocondyla obscurior	286306	36213	C:99.3%[S:51.4%,D:47.9%],F:0.1%,M:0.6%,n:5991	Unknown	Linkage Group LG01; Linkage Group LG02; Linkage Group LG03; Linkage Group LG04; Linkage Group LG05; Linkage Group LG06; Linkage Group LG07; Linkage Group LG08; Linkage Group LG09; Linkage Group LG10; Linkage Group LG11; Linkage Group LG12; Linkage Group LG13; Linkage Group LG14; Linkage Group LG15; Linkage Group LG16; Linkage Group LG17; Linkage Group LG18; Linkage Group LG19; Linkage Group LG20; Linkage Group LG21; Linkage Group LG22; Linkage Group LG23; Linkage Group LG24; Linkage Group LG25; Linkage Group LG26; Linkage Group LG27; Linkage Group LG28; Linkage Group LG29; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Aculeata, Formicoidea, Formicidae, Myrmicinae, Crematogastrini, Cardiocondyla	GCA_019399895.2	full
UP001431783	Henosepilachna vigintioctopunctata	420089	23681	C:95.0%[S:83.9%,D:11.1%],F:2.6%,M:2.4%,n:2124	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Coleoptera, Polyphaga, Cucujiformia, Coccinelloidea, Coccinellidae, Epilachninae, Epilachnini, Henosepilachna	GCA_030704895.1	full
UP001434883	Xenoophorus captivus	1517983	29565	C:19.4%[S:19.4%,D:0.0%],F:4.3%,M:76.3%,n:15213	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Ovalentaria, Atherinomorphae, Cyprinodontiformes, Cyprinodontoidei, Goodeidae, Xenoophorus	GCA_040091335.1	full
